ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2019.07.07,ÇÏÂ÷,"128,589",604,"2,622","2,883","4,379","6,481","6,350","6,724","7,761","8,618","8,811","8,952","9,762","10,270","9,931","8,192","7,220","6,841","6,230","3,995","1,929",33,0,0,1
2019.07.08,½ÂÂ÷,"219,598","4,031","10,259","26,386","23,761","11,149","8,107","8,563","9,704","10,190","8,701","10,553","12,629","17,456","21,966","10,890","9,184","7,776","5,281","2,287",699,12,2,0,12
2019.07.08,ÇÏÂ÷,"216,142",894,"6,037","15,047","27,540","12,028","7,546","7,574","8,362","9,980","8,644","9,554","11,050","14,525","23,060","18,430","11,333","9,575","7,946","4,653","2,284",76,3,0,1
2019.07.09,½ÂÂ÷,"224,985","3,942","9,987","26,611","24,613","11,353","8,365","8,586","10,107","10,363","8,917","10,624","13,171","18,298","22,350","10,963","9,338","8,402","5,690","2,637",647,4,1,0,16
2019.07.09,ÇÏÂ÷,"221,646","1,141","5,958","14,811","28,128","12,197","7,599","7,701","8,461","10,487","9,079","9,613","11,339","15,273","23,742","18,572","11,535","9,718","8,590","5,233","2,406",59,2,0,2
2019.07.10,½ÂÂ÷,"223,528","3,874","9,663","26,297","24,790","11,401","8,197","8,487","9,666","10,443","8,797","10,846","12,842","19,367","22,628","10,635","8,866","7,950","5,552","2,570",643,3,1,0,10
2019.07.10,ÇÏÂ÷,"220,676","1,060","5,772","14,866","28,204","12,505","7,496","7,377","8,501","10,308","8,734","9,717","10,846","15,497","24,382","18,512","11,103","9,281","8,744","5,186","2,513",65,2,0,5
2019.07.11,½ÂÂ÷,"220,109","3,738","9,295","25,777","24,411","11,137","7,861","8,318","9,716","9,997","8,850","10,761","12,875","18,343","21,892","10,570","9,208","8,209","5,794","2,639",688,12,0,0,18
2019.07.11,ÇÏÂ÷,"216,385",918,"5,546","14,286","27,618","12,223","7,178","7,185","8,198","9,879","8,634","9,547","11,256","15,205","23,378","17,795","11,190","9,704","8,512","5,456","2,577",88,1,0,11
2019.07.12,½ÂÂ÷,"242,412","3,958","9,506","25,454","24,642","11,683","8,485","8,987","9,983","11,122","9,860","11,729","14,932","21,293","24,605","12,397","10,305","9,517","9,102","3,785","1,054",5,1,0,7
2019.07.12,ÇÏÂ÷,"239,566","1,101","5,791","14,330","27,451","12,968","7,851","7,866","8,762","10,959","9,849","10,395","12,948","17,938","26,762","20,415","12,436","10,637","10,494","6,745","3,751",115,1,0,1
2019.07.13,½ÂÂ÷,"187,292","3,027","4,474","7,306","9,957","9,850","9,987","11,670","12,634","12,628","11,808","12,775","14,485","15,224","11,366","9,137","8,518","11,819","6,511","3,244",852,9,1,0,10
2019.07.13,ÇÏÂ÷,"185,698",839,"4,208","5,253","8,096","9,195","8,245","9,581","11,276","12,331","11,562","12,205","13,915","16,209","13,819","10,808","9,261","10,548","9,360","5,808","3,085",91,0,0,3
2019.07.14,½ÂÂ÷,"136,009","2,112","2,891","3,727","6,118","7,229","7,477","7,962","8,967","9,553","9,289","10,010","10,642","10,483","8,686","7,455","7,587","8,727","4,577","1,965",537,9,0,0,6
2019.07.14,ÇÏÂ÷,"135,077",645,"2,740","2,821","4,283","6,263","6,532","6,879","7,842","8,736","9,118","9,744","10,891","12,052","9,990","8,576","7,553","8,608","6,170","3,797","1,783",52,0,0,2
2019.07.15,½ÂÂ÷,"215,409","4,144","9,942","26,074","22,913","10,585","8,100","8,342","9,361","9,671","8,753","10,291","12,297","17,382","21,958","10,498","9,200","7,782","5,102","2,366",621,16,0,0,11
2019.07.15,ÇÏÂ÷,"212,513","1,125","5,858","14,515","26,726","11,345","7,376","7,746","8,138","9,529","8,553","9,578","10,892","14,591","22,963","18,527","11,221","9,384","7,718","4,570","2,088",68,0,0,2
2019.07.16,½ÂÂ÷,"222,914","3,935","9,748","26,076","23,854","11,139","8,172","8,264","9,393","9,991","8,643","10,099","12,576","18,683","22,173","11,073","9,658","8,518","7,359","2,794",742,8,2,0,14
2019.07.16,ÇÏÂ÷,"220,242","1,061","5,696","14,684","27,001","12,024","7,543","7,547","8,214","9,952","8,548","9,380","11,150","15,798","24,094","18,600","11,734","10,124","8,898","5,553","2,559",75,2,0,5
2019.07.17,½ÂÂ÷,"230,711","3,889","9,565","25,972","24,332","11,272","8,169","8,797","9,855","10,215","9,075","11,152","13,371","20,185","23,119","11,114","9,487","10,807","6,774","2,808",725,13,3,0,12
2019.07.17,ÇÏÂ÷,"227,896","1,110","5,768","14,370","27,463","12,186","7,605","7,838","8,603","10,509","9,000","10,108","11,941","17,320","25,555","19,045","11,397","9,954","9,868","5,526","2,654",72,1,0,3
2019.07.18,½ÂÂ÷,"229,182","3,932","9,475","25,617","23,765","11,219","8,499","9,052","9,741","10,597","9,353","10,594","12,915","19,499","22,407","11,018","9,893","9,112","8,484","3,206",789,6,1,0,8
2019.07.18,ÇÏÂ÷,"226,413","1,071","5,736","14,231","27,095","11,930","7,583","8,100","8,741","10,617","9,240","9,804","11,362","16,440","25,230","18,624","11,603","10,249","9,782","6,027","2,849",95,3,0,1
2019.07.19,½ÂÂ÷,"232,348","3,943","9,271","24,631","22,696","11,626","9,134","9,649","10,565","10,539","10,381","11,604","13,645","19,508","23,235","12,422","10,004","8,411","6,627","3,490",939,16,3,0,9
2019.07.19,ÇÏÂ÷,"229,409","1,027","5,813","13,984","25,287","12,125","8,059","8,667","9,557","10,566","9,944","10,797","12,178","15,833","24,518","19,579","12,378","10,006","8,983","6,393","3,576",133,3,0,3
2019.07.20,½ÂÂ÷,"163,799","2,912","4,392","7,054","9,353","9,304","9,103","10,435","11,238","11,242","10,794","11,461","12,254","12,948","10,341","7,885","7,072","6,878","5,719","2,637",754,3,1,0,19
2019.07.20,ÇÏÂ÷,"161,493",845,"4,034","5,169","7,561","8,497","7,365","8,743","9,956","10,541","10,506","10,717","11,658","12,572","12,259","9,680","7,716","8,066","7,672","5,137","2,723",67,1,0,8
2019.07.21,½ÂÂ÷,"121,773","1,818","2,638","3,512","5,720","6,723","6,862","7,407","8,463","8,521","8,689","9,144","9,424","8,849","8,471","6,840","6,439","5,780","4,120","1,801",536,5,3,0,8
2019.07.21,ÇÏÂ÷,"121,094",536,"2,403","2,471","3,977","5,665","5,758","6,404","7,324","8,322","8,138","8,891","9,198","9,485","9,148","8,112","7,063","6,826","5,943","3,653","1,720",46,4,0,7
2019.07.22,½ÂÂ÷,"215,860","3,975","9,736","24,239","22,284","11,299","8,641","8,776","9,960","10,652","9,073","10,253","11,817","17,727","21,867","10,531","9,203","7,491","5,218","2,451",654,6,0,0,7
2019.07.22,ÇÏÂ÷,"212,598","1,121","5,814","13,658","24,784","11,810","7,920","7,827","8,714","10,538","9,058","9,545","10,749","14,309","22,581","18,613","11,361","9,353","7,732","4,820","2,225",62,1,0,3
2019.07.23,½ÂÂ÷,"216,784","3,947","9,272","24,229","22,952","11,460","8,590","8,774","9,798","10,364","8,959","10,496","12,106","17,595","21,659","10,578","9,294","8,064","5,474","2,525",635,6,2,0,5
2019.07.23,ÇÏÂ÷,"213,446","1,076","5,917","13,414","24,979","12,302","7,754","7,828","8,637","10,436","8,874","9,369","10,618","14,072","22,945","18,229","11,200","9,871","8,313","5,187","2,351",72,0,0,2
2019.07.24,½ÂÂ÷,"213,032","3,729","9,060","23,354","22,950","11,467","7,944","8,359","9,568","10,262","9,144","10,247","11,577","18,177","22,068","10,198","8,594","7,548","5,530","2,546",680,4,6,0,20
2019.07.24,ÇÏÂ÷,"210,134","1,081","5,491","13,126","24,708","12,141","7,612","7,304","8,330","10,218","8,866","9,410","10,107","14,317","23,646","17,909","10,774","9,160","8,261","5,060","2,508",99,1,0,5
2019.07.25,½ÂÂ÷,"208,932","3,642","8,881","23,271","22,219","11,149","8,167","8,495","9,644","10,425","8,773","10,018","11,546","17,053","20,891","9,882","8,594","7,682","5,402","2,565",615,4,3,0,11
2019.07.25,ÇÏÂ÷,"206,019",963,"5,357","13,209","24,442","12,077","7,482","7,576","8,221","10,098","8,765","9,050","10,362","13,488","22,394","16,970","10,682","9,267","8,072","5,024","2,432",83,2,0,3
2019.07.26,½ÂÂ÷,"203,339","3,420","8,603","21,913","20,776","9,844","6,666","7,295","8,662","9,570","8,551","10,157","11,843","17,635","21,363","10,803","8,669","7,557","5,847","3,262",872,15,3,0,13
2019.07.26,ÇÏÂ÷,"199,904",894,"5,096","12,302","22,692","10,720","6,105","6,164","7,448","9,144","8,202","9,104","10,258","13,815","22,068","17,763","10,843","9,341","8,096","5,896","3,795",156,1,0,1
2019.07.27,½ÂÂ÷,"162,409","2,644","4,102","6,762","8,944","9,235","9,089","10,149","11,577","11,164","10,672","10,977","11,794","12,468","10,730","8,224","7,528","6,951","5,791","2,774",808,14,4,0,8
2019.07.27,ÇÏÂ÷,"159,839",720,"3,570","4,954","7,310","8,411","7,472","8,795","9,979","10,622","10,268","10,231","10,975","12,351","12,120","9,742","8,094","8,079","7,931","5,386","2,746",75,5,0,3
2019.07.28,½ÂÂ÷,"106,937","1,754","2,500","3,330","5,155","6,127","5,796","6,201","7,272","7,544","7,536","8,022","8,479","7,941","6,846","5,847","5,569","5,249","3,709","1,593",449,5,1,0,12
2019.07.28,ÇÏÂ÷,"107,060",542,"2,321","2,428","3,603","5,197","5,075","5,111","6,256","7,076","7,362","7,837","8,353","8,478","8,055","6,775","6,193","6,254","5,264","3,305","1,535",34,1,0,5
2019.07.29,½ÂÂ÷,"205,197","3,697","8,885","21,631","20,337","10,788","8,526","8,833","9,784","10,613","9,283","10,453","11,754","16,172","20,468","10,108","8,614","7,269","5,019","2,332",618,3,3,0,7
2019.07.29,ÇÏÂ÷,"201,764","1,030","5,376","11,830","21,857","11,011","7,680","7,903","8,605","10,392","9,152","9,969","10,400","13,195","21,449","17,592","10,899","8,844","7,526","4,743","2,245",58,5,0,3
2019.07.30,½ÂÂ÷,"207,582","3,617","8,485","21,469","20,516","10,481","8,506","8,647","9,471","10,357","8,948","10,357","11,929","17,046","20,729","9,996","8,229","9,120","6,502","2,450",708,7,0,0,12
2019.07.30,ÇÏÂ÷,"204,867","1,014","5,366","11,559","21,893","10,831","7,453","7,802","8,475","10,208","8,916","9,840","10,862","14,748","23,073","17,171","10,273","8,974","8,994","4,978","2,356",78,0,0,3
2019.07.31,½ÂÂ÷,"190,391","3,571","7,869","19,388","18,854","9,078","6,639","7,263","8,606","9,910","8,626","9,686","11,024","16,095","18,796","9,302","8,053","7,164","7,033","2,749",668,3,0,0,14
2019.07.31,ÇÏÂ÷,"187,745","1,022","5,044","10,062","20,006","9,517","6,029","6,259","7,342","9,571","8,480","9,177","10,073","13,464","20,613","16,055","10,073","8,507","8,224","5,674","2,464",85,0,0,4
2019.08.01,½ÂÂ÷,"198,780","3,379","7,450","18,584","18,941","10,032","8,157","8,603","9,914","10,733","9,499","10,322","11,880","16,143","18,678","9,373","8,349","9,728","5,645","2,682",654,14,5,0,15
2019.08.01,ÇÏÂ÷,"196,322",914,"4,588","9,563","19,227","10,292","7,081","7,521","8,724","10,292","9,510","9,889","10,828","14,540","21,121","15,958","10,334","9,745","8,318","5,268","2,500",99,4,0,6
2019.08.02,½ÂÂ÷,"197,128","3,345","7,184","17,837","18,397","10,319","8,661","8,811","9,680","10,393","9,144","10,249","11,966","16,523","18,900","10,396","8,196","7,257","6,057","3,031",770,1,0,0,11
2019.08.02,ÇÏÂ÷,"194,338",913,"4,653","9,111","18,573","10,416","7,638","7,702","8,573","10,030","9,248","9,557","10,730","13,575","20,368","16,647","10,279","9,024","8,273","5,834","3,083",107,1,0,3
2019.08.03,½ÂÂ÷,"146,135","2,687","3,769","5,872","8,229","8,475","8,173","9,039","10,153","9,845","9,326","9,504","10,850","11,122","9,376","7,586","6,942","6,512","5,338","2,598",719,2,1,0,17
2019.08.03,ÇÏÂ÷,"144,714",793,"3,566","4,269","6,561","7,707","6,705","7,844","8,903","9,302","9,412","8,983","9,831","11,296","10,586","9,005","7,583","7,701","7,198","4,903","2,511",54,1,0,0
2019.08.04,½ÂÂ÷,"116,252","1,830","2,579","3,600","5,594","6,699","6,600","6,961","7,536","8,029","7,689","8,301","8,521","8,699","8,044","6,609","6,227","5,841","4,390","1,966",510,10,0,0,17
2019.08.04,ÇÏÂ÷,"116,313",500,"2,353","2,634","4,110","5,710","5,549","6,072","6,719","7,628","7,597","8,183","8,426","9,070","9,043","7,635","6,624","6,654","6,210","3,770","1,781",41,1,0,3
2019.08.05,½ÂÂ÷,"194,096","3,719","8,558","20,844","19,308","10,440","8,173","8,612","9,186","9,759","8,338","9,819","10,724","15,824","19,675","9,399","7,423","6,520","4,872","2,290",593,9,1,0,10
2019.08.05,ÇÏÂ÷,"191,093","1,006","5,068","11,263","20,417","10,733","7,379","7,679","8,079","9,584","8,342","9,022","9,943","12,746","21,002","16,708","10,141","8,085","7,233","4,457","2,145",55,1,0,5
2019.08.06,½ÂÂ÷,"200,718","3,539","8,438","21,306","20,351","10,638","8,022","8,368","8,864","9,541","8,468","9,922","11,495","16,233","19,990","9,955","8,256","8,372","5,833","2,448",652,10,3,0,14
2019.08.06,ÇÏÂ÷,"198,287",946,"5,078","11,491","21,498","11,184","7,328","7,450","8,060","9,556","8,460","9,078","10,305","13,675","21,953","17,223","10,373","8,828","8,517","4,870","2,343",65,4,0,2
2019.08.07,½ÂÂ÷,"204,582","3,283","8,089","21,214","20,419","10,673","7,943","8,517","9,540","10,231","9,120","10,105","11,744","17,492","21,098","10,124","8,000","8,362","5,322","2,586",696,6,0,0,18
2019.08.07,ÇÏÂ÷,"202,033",915,"4,740","11,273","21,662","11,197","7,223","7,502","8,348","10,107","9,013","9,522","10,864","14,154","22,790","17,589","10,327","9,101","8,092","5,095","2,424",87,2,0,6
2019.08.08,½ÂÂ÷,"206,490","3,673","8,756","22,307","21,283","11,101","8,217","8,486","9,562","9,843","8,548","10,046","11,566","16,678","20,247","10,321","8,877","8,061","5,506","2,718",676,4,0,0,14
2019.08.08,ÇÏÂ÷,"203,699","1,002","5,339","12,411","22,834","11,626","7,500","7,491","8,379","9,629","8,383","9,326","10,037","13,685","21,852","17,560","10,660","9,574","8,442","5,365","2,534",66,1,0,3
2019.08.09,½ÂÂ÷,"215,679","3,686","8,742","21,778","20,863","10,653","8,188","8,600","9,609","10,170","8,946","10,349","12,566","18,156","22,010","11,638","9,604","8,573","6,689","3,862",976,14,0,0,7
2019.08.09,ÇÏÂ÷,"213,151","1,037","5,311","12,296","22,390","11,383","7,385","7,749","8,459","10,030","8,904","9,848","10,840","14,778","23,132","18,731","11,884","9,770","8,965","6,467","3,657",132,1,0,2
2019.08.10,½ÂÂ÷,"162,575","2,975","4,361","6,853","9,064","9,138","8,691","10,053","10,951","10,813","10,138","10,396","11,781","12,696","10,803","8,449","7,523","7,486","6,373","3,237",765,5,0,0,24
2019.08.10,ÇÏÂ÷,"161,166",877,"3,969","5,025","7,395","8,496","7,254","8,670","10,086","10,307","9,803","10,007","10,919","12,638","12,501","9,999","8,143","8,084","7,972","5,892","3,049",73,0,0,7
2019.08.11,½ÂÂ÷,"121,074","2,042","2,783","3,577","5,919","6,806","6,927","6,924","8,109","8,420","8,381","8,770","9,237","9,290","8,206","6,463","6,140","6,018","4,555","1,979",510,9,1,0,8
2019.08.11,ÇÏÂ÷,"120,425",604,"2,611","2,597","4,140","5,744","5,932","6,301","7,108","7,915","8,150","8,380","9,370","9,482","9,442","7,895","6,604","6,648","5,936","3,689","1,836",40,1,0,0
2019.08.12,½ÂÂ÷,"197,236","3,515","9,095","22,294","20,594","10,035","7,671","7,919","9,124","9,318","8,045","9,427","10,712","15,572","20,267","10,186","8,584","7,310","4,887","2,163",487,12,4,0,15
2019.08.12,ÇÏÂ÷,"193,709",894,"5,078","12,734","22,453","10,751","7,073","7,082","7,999","9,152","7,893","8,684","9,490","12,734","21,144","17,371","10,500","8,803","7,433","4,429","1,939",69,1,0,3
2019.08.13,½ÂÂ÷,"213,506","3,764","9,124","23,214","21,444","10,758","8,274","8,517","9,486","10,039","8,739","10,175","12,095","17,637","21,439","10,692","9,493","9,349","6,029","2,570",646,11,1,0,10
2019.08.13,ÇÏÂ÷,"210,810","1,057","5,470","13,222","23,542","11,299","7,442","7,852","8,408","10,023","8,514","9,660","10,664","14,659","23,083","18,360","10,954","10,250","8,582","5,398","2,283",79,4,0,5
2019.08.14,½ÂÂ÷,"220,385","3,748","9,119","23,388","21,679","11,203","8,271","8,574","9,522","9,766","8,913","10,679","12,364","19,210","23,034","12,950","9,240","8,029","6,632","3,140",902,9,0,0,13
2019.08.14,ÇÏÂ÷,"217,137",997,"5,616","13,457","24,071","11,495","7,544","7,703","8,443","9,595","8,889","9,646","11,301","15,274","24,094","19,944","11,511","9,471","8,511","6,132","3,297",141,1,0,4
2019.08.15,½ÂÂ÷,"131,324","2,643","4,038","5,822","7,093","7,593","7,336","8,326","8,748","8,453","8,241","8,564","9,142","10,193","8,760","6,611","6,304","6,049","4,613","2,145",626,6,1,0,17
2019.08.15,ÇÏÂ÷,"129,724",756,"3,548","4,814","6,030","7,040","5,813","6,701","7,598","7,911","7,858","8,173","8,626","9,838","10,264","7,940","7,054","6,930","6,462","4,209","2,105",53,1,0,0
2019.08.16,½ÂÂ÷,"208,377","3,573","7,819","20,104","19,209","10,309","8,564","9,093","9,951","10,330","9,603","10,735","12,824","17,207","20,714","11,378","9,025","7,868","5,989","3,227",834,8,0,0,13
2019.08.16,ÇÏÂ÷,"205,642",919,"5,259","11,670","21,145","10,610","7,877","8,116","8,838","9,902","9,133","10,062","11,196","14,286","21,777","17,186","11,064","9,379","8,159","5,831","3,119",111,0,0,3
2019.08.17,½ÂÂ÷,"162,858","2,863","4,285","6,733","8,925","9,055","8,742","10,383","11,453","11,283","10,888","11,259","12,143","13,002","10,479","8,069","7,421","6,783","5,506","2,741",833,5,1,0,6
2019.08.17,ÇÏÂ÷,"161,223",799,"3,986","5,124","7,448","8,356","7,356","8,653","10,140","10,727","10,293","10,395","11,009","12,597","12,290","9,591","8,238","7,953","7,734","5,283","3,135",112,3,0,1
2019.08.18,½ÂÂ÷,"122,977","2,041","2,837","3,698","6,036","7,108","6,992","7,228","8,366","8,644","8,422","8,929","9,377","9,493","8,118","6,911","6,501","5,699","4,156","1,930",479,5,0,0,7
2019.08.18,ÇÏÂ÷,"121,910",641,"2,604","2,728","4,160","5,979","5,895","6,176","7,182","8,112","8,319","8,415","9,011","9,729","9,210","8,130","7,138","7,077","5,921","3,730","1,716",35,0,0,2
2019.08.19,½ÂÂ÷,"213,084","4,071","9,876","24,981","21,904","10,817","8,445","8,498","9,379","9,736","8,589","10,390","12,204","17,387","21,208","10,825","9,005","7,688","5,107","2,383",580,2,0,0,9
2019.08.19,ÇÏÂ÷,"209,388","1,097","5,856","14,222","25,260","11,227","7,551","7,742","8,050","9,653","8,430","9,516","10,846","14,288","22,403","18,302","11,180","9,256","7,571","4,706","2,160",72,0,0,0
2019.08.20,½ÂÂ÷,"220,029","3,925","9,566","25,405","23,127","10,986","8,412","8,599","9,177","10,221","8,719","10,524","12,734","18,442","21,891","10,539","9,197","9,384","5,918","2,578",671,4,2,0,8
2019.08.20,ÇÏÂ÷,"217,254",992,"5,818","14,365","26,580","11,592","7,565","7,784","8,257","9,925","8,793","9,331","11,027","15,575","23,918","18,138","11,267","10,063","8,576","5,189","2,423",74,1,0,1
2019.08.21,½ÂÂ÷,"220,934","3,879","9,425","25,292","23,182","11,283","8,663","8,909","9,572","9,227","9,106","10,899","13,200","19,468","21,927","10,715","8,898","8,436","5,742","2,461",632,9,0,0,9
2019.08.21,ÇÏÂ÷,"218,182","1,075","5,774","14,077","26,322","11,857","7,892","7,856","8,719","8,963","8,933","10,032","11,588","16,213","23,934","18,507","11,087","9,395","8,448","5,137","2,295",77,0,0,1
2019.08.22,½ÂÂ÷,"220,071","3,814","9,338","25,090","23,051","10,970","8,161","8,244","9,248","9,282","8,629","10,212","12,863","18,821","21,881","11,042","9,668","8,870","7,223","2,912",729,6,2,0,15
2019.08.22,ÇÏÂ÷,"217,418","1,013","5,726","13,945","26,013","11,773","7,478","7,379","7,918","9,290","8,503","9,420","11,076","16,195","23,948","18,215","11,632","10,247","9,207","5,637","2,709",90,0,0,4
2019.08.23,½ÂÂ÷,"244,176","3,812","9,426","24,960","22,980","11,027","8,801","9,125","9,593","10,155","9,607","11,751","14,413","20,831","24,571","13,707","10,740","10,928","10,341","6,198","1,187",10,2,0,11
2019.08.23,ÇÏÂ÷,"241,375","1,054","5,733","13,924","26,329","11,771","7,372","8,269","8,550","9,676","9,676","10,692","12,846","17,694","26,679","22,117","14,037","10,936","10,966","8,418","4,493",136,5,0,2
2019.08.24,½ÂÂ÷,"197,163","3,088","4,700","7,502","9,752","9,837","9,734","10,972","12,343","12,422","11,842","12,540","14,489","15,466","12,184","10,077","9,304","11,659","11,372","6,721","1,147",2,0,0,10
2019.08.24,ÇÏÂ÷,"196,515",880,"4,236","5,582","7,977","9,183","7,899","9,374","11,027","11,971","11,589","12,087","14,513","17,967","15,495","12,942","10,819","9,935","10,674","8,011","4,287",64,0,0,3
2019.08.25,½ÂÂ÷,"138,939","2,063","2,815","3,802","6,220","7,273","7,363","7,723","9,082","9,360","9,231","9,878","10,953","9,736","8,987","7,647","10,317","7,051","5,886","3,001",535,3,0,0,13
2019.08.25,ÇÏÂ÷,"138,357",582,"2,604","2,774","4,337","6,091","6,064","6,761","7,648","9,024","9,048","10,105","12,374","11,068","10,521","9,026","9,030","7,781","6,808","4,670","1,996",42,0,0,3
2019.08.26,½ÂÂ÷,"220,550","4,086","10,093","25,891","22,866","11,274","8,655","8,716","9,375","9,083","8,943","10,996","12,711","17,874","21,620","11,142","9,404","8,179","6,170","2,819",619,11,6,0,17
2019.08.26,ÇÏÂ÷,"217,179","1,054","5,937","14,472","26,243","11,941","7,994","7,733","8,340","9,006","8,505","9,686","11,385","15,346","23,211","19,016","12,092","9,587","8,109","5,105","2,337",73,5,0,2
2019.08.27,½ÂÂ÷,"221,489","3,916","9,550","25,592","23,604","11,395","8,654","8,407","9,254","9,138","9,061","10,850","13,006","18,170","21,589","11,022","9,482","8,741","6,319","3,031",688,7,1,0,12
2019.08.27,ÇÏÂ÷,"218,770","1,054","5,623","14,007","26,661","12,356","7,902","7,625","8,099","9,084","8,536","9,809","11,192","15,751","23,391","18,881","11,664","10,162","8,736","5,624","2,545",64,0,0,4
2019.08.28,½ÂÂ÷,"227,842","3,981","9,565","26,046","24,088","11,286","8,452","8,399","9,518","9,519","9,292","11,418","13,767","19,332","22,766","11,412","9,405","8,642","6,867","3,336",726,12,0,0,13
2019.08.28,ÇÏÂ÷,"225,078","1,074","5,787","14,474","27,200","12,195","7,793","7,261","8,222","9,199","9,272","10,274","12,249","16,291","24,706","19,416","11,839","9,756","9,092","6,128","2,753",97,0,0,0
2019.08.29,½ÂÂ÷,"215,658","3,912","9,602","25,577","23,611","11,347","7,377","7,233","8,158","8,240","8,313","10,221","12,682","18,386","21,477","10,838","9,490","8,396","6,853","3,230",694,9,1,0,11
2019.08.29,ÇÏÂ÷,"213,368","1,028","5,854","14,247","26,748","12,279","7,042","6,421","7,514","8,265","8,022","9,110","10,855","15,445","23,305","18,328","11,454","9,865","8,812","5,919","2,755",97,1,0,2
2019.08.30,½ÂÂ÷,"241,410","3,817","9,445","25,296","23,174","11,303","8,695","9,095","9,922","10,145","10,145","12,136","14,681","20,548","23,995","13,578","10,541","9,269","8,840","5,746","1,015",6,1,0,17
2019.08.30,ÇÏÂ÷,"238,747","1,108","5,647","14,318","26,091","12,288","8,157","7,822","8,840","10,046","9,959","10,628","12,884","17,227","25,769","21,335","13,859","10,540","9,843","7,935","4,326",123,0,0,2
2019.08.31,½ÂÂ÷,"199,996","3,112","4,694","7,311","9,772","9,949","10,108","11,697","12,870","13,241","12,216","12,990","15,166","15,851","13,194","10,442","8,901","11,209","10,765","5,525",961,10,0,0,12
2019.08.31,ÇÏÂ÷,"199,313",926,"4,232","5,493","7,819","9,223","8,459","9,733","11,535","12,424","12,301","12,677","14,974","18,348","15,758","12,834","10,569","9,461","11,129","7,542","3,809",66,0,0,1
2019.09.01,½ÂÂ÷,"136,754","2,098","2,943","3,951","6,451","7,664","7,559","8,183","9,565","10,512","9,732","10,086","10,123","12,472","9,057","7,272","6,599","5,877","4,147","1,995",455,5,0,0,8
2019.09.01,ÇÏÂ÷,"136,527",618,"2,647","2,974","4,634","6,664","6,658","7,164","8,523","11,048","9,878","9,700","10,166","11,030","10,123","8,627","7,291","7,085","6,145","3,826","1,695",30,0,0,1
2019.09.02,½ÂÂ÷,"225,781","4,061","10,498","27,076","24,352","12,618","8,839","8,783","9,576","9,212","9,072","11,117","13,822","18,367","21,842","11,250","9,223","7,908","5,102","2,437",602,11,1,0,12
2019.09.02,ÇÏÂ÷,"223,270","1,096","5,849","15,088","27,832","13,297","8,853","8,185","8,548","9,176","8,969","9,756","12,020","15,764","23,404","19,055","11,690","9,672","7,934","4,779","2,224",77,1,0,1
2019.09.03,½ÂÂ÷,"230,950","3,880","10,017","27,402","25,607","12,807","8,936","8,726","9,585","9,791","8,987","11,515","14,139","19,330","21,993","11,075","9,337","8,218","6,450","2,483",647,13,1,0,11
2019.09.03,ÇÏÂ÷,"228,566",986,"5,906","14,484","28,638","13,883","9,073","8,043","8,473","9,915","9,073","10,196","12,355","16,776","24,314","18,910","11,541","10,043","8,498","5,127","2,261",69,0,0,2
2019.09.04,½ÂÂ÷,"216,010","3,569","9,730","26,932","24,938","11,939","7,646","7,711","8,317","8,074","7,907","10,153","12,994","18,756","22,394","10,764","8,445","7,558","5,233","2,358",572,7,2,0,11
2019.09.04,ÇÏÂ÷,"212,238",966,"5,468","14,462","28,107","12,489","7,730","6,752","7,482","8,100","7,417","9,084","10,822","15,689","23,678","18,759","10,689","9,373","7,929","4,957","2,218",63,0,0,4
2019.09.05,½ÂÂ÷,"217,760","3,528","9,395","26,010","24,984","12,345","8,373","8,501","9,234","8,575","8,011","9,752","12,777","17,228","21,127","10,981","9,218","8,409","5,893","2,667",724,12,1,0,15
2019.09.05,ÇÏÂ÷,"213,975",904,"5,436","13,788","27,913","12,723","8,288","7,698","8,261","8,613","8,145","8,865","10,727","14,586","22,374","18,307","10,969","10,009","8,411","5,354","2,512",91,0,0,1
2019.09.06,½ÂÂ÷,"241,056","3,568","9,335","25,723","24,747","11,890","8,999","9,190","10,493","10,556","10,859","12,918","15,632","20,027","23,625","12,572","11,648","8,616","6,440","3,271",924,4,1,0,18
2019.09.06,ÇÏÂ÷,"237,394",945,"5,395","13,995","27,640","13,122","8,251","8,127","9,208","11,113","10,109","11,505","13,172","17,439","25,112","20,383","12,632","10,670","8,930","6,177","3,368",92,3,0,6
2019.09.07,½ÂÂ÷,"116,028","2,332","3,925","6,604","8,665","8,185","7,439","8,086","8,208","7,203","6,283","6,370","7,313","8,309","6,838","5,325","4,579","4,699","3,476","1,658",510,7,2,0,12
2019.09.07,ÇÏÂ÷,"114,481",670,"3,194","4,816","7,074","7,663","6,384","7,224","7,708","7,045","6,417","5,971","6,893","8,311","8,502","6,552","5,326","5,086","4,707","3,141","1,750",43,1,0,3
2019.09.08,½ÂÂ÷,"133,429","1,787","2,682","3,601","6,148","7,295","7,575","8,401","9,814","10,380","10,162","10,649","10,483","10,349","8,843","7,069","6,131","5,808","3,889","1,863",482,8,1,0,9
