ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2019.03.03,ÇÏÂ÷,"127,618",504,"2,157","2,329","4,034","6,289","6,051","6,707","7,789","9,071","9,438","9,919","10,628","10,460","9,801","8,443","6,875","6,575","5,610","3,369","1,529",33,0,0,7
2019.03.04,½ÂÂ÷,"225,453","3,802","9,913","27,556","24,297","11,929","8,333","8,964","9,956","9,556","9,252","11,497","13,405","17,467","21,664","11,769","9,675","8,051","5,491","2,256",592,9,0,0,19
2019.03.04,ÇÏÂ÷,"222,230",962,"5,528","15,046","27,881","12,574","8,548","7,685","8,665","9,423","8,903","9,996","12,351","15,157","22,835","19,269","12,087","9,958","8,229","4,823","2,241",67,0,0,2
2019.03.05,½ÂÂ÷,"225,865","3,673","9,711","27,889","25,842","12,337","8,121","8,528","9,338","8,890","8,817","10,952","12,774","18,440","22,429","11,221","9,935","8,189","5,708","2,518",528,4,3,0,18
2019.03.05,ÇÏÂ÷,"222,548",922,"5,528","14,815","29,345","13,306","8,253","7,378","8,302","8,776","8,558","9,572","11,472","16,078","23,624","18,546","12,004","10,139","8,471","5,097","2,305",52,0,0,5
2019.03.06,½ÂÂ÷,"230,431","3,599","9,654","27,852","25,825","12,035","8,219","8,832","9,324","8,912","9,042","11,165","13,514","19,364","23,345","11,928","9,822","8,299","6,112","2,872",695,6,3,0,12
2019.03.06,ÇÏÂ÷,"227,250",914,"5,578","14,824","29,867","12,877","8,153","7,446","8,300","9,027","8,737","9,723","11,672","16,130","24,733","19,800","11,983","10,100","8,995","5,659","2,648",80,3,0,1
2019.03.07,½ÂÂ÷,"235,190","3,647","9,593","27,915","25,665","12,506","8,538","8,935","9,884","9,555","9,732","11,308","13,487","19,879","22,798","12,018","10,530","8,889","6,468","3,102",725,5,0,0,11
2019.03.07,ÇÏÂ÷,"231,444",940,"5,499","15,253","29,123","13,206","8,647","7,589","8,654","9,601","9,249","10,227","11,785","16,840","23,880","19,349","12,364","10,634","9,342","6,168","3,018",74,0,0,2
2019.03.08,½ÂÂ÷,"245,012","3,618","9,220","26,870","25,084","12,043","8,808","9,340","10,205","10,444","10,465","12,366","14,978","20,426","24,695","13,824","10,830","9,230","7,265","4,067","1,211",11,0,0,12
2019.03.08,ÇÏÂ÷,"240,322",961,"5,318","14,375","28,933","12,351","8,456","7,969","9,009","9,999","9,818","10,902","12,918","16,970","25,729","21,073","13,200","10,943","9,781","7,172","4,269",175,0,0,1
2019.03.09,½ÂÂ÷,"188,416","2,838","4,335","7,382","9,936","10,324","10,427","12,253","13,636","13,789","13,108","13,608","14,322","14,871","12,225","9,555","8,199","7,521","5,984","3,167",921,3,1,0,11
2019.03.09,ÇÏÂ÷,"186,849",773,"3,934","5,576","8,055","9,000","8,590","10,059","11,873","12,745","12,430","12,548","13,729","15,313","14,673","11,746","9,260","8,763","8,373","6,124","3,200",82,1,0,2
2019.03.10,½ÂÂ÷,"130,702","1,745","2,558","3,524","5,804","7,308","7,394","7,908","9,041","10,088","9,761","10,364","10,481","9,886","8,946","7,292","6,476","5,661","4,100","1,868",474,5,0,0,18
2019.03.10,ÇÏÂ÷,"130,612",509,"2,385","2,580","4,141","6,120","6,237","6,700","7,422","9,510","9,573","10,034","10,503","10,660","10,161","8,733","7,297","6,830","5,914","3,631","1,641",29,0,0,2
2019.03.11,½ÂÂ÷,"231,327","3,793","10,194","28,106","25,685","12,681","8,670","8,902","9,983","9,962","8,906","10,692","13,689","18,193","23,066","11,342","10,110","8,483","5,764","2,465",615,9,1,0,16
2019.03.11,ÇÏÂ÷,"227,622",967,"5,711","15,185","29,722","13,279","9,101","8,045","8,777","9,738","8,754","9,592","11,852","15,537","23,815","19,473","12,265","10,035","8,353","5,064","2,296",59,1,0,1
2019.03.12,½ÂÂ÷,"226,856","3,628","9,750","27,719","26,108","12,220","8,209","8,379","9,488","9,777","8,732","10,446","12,960","18,293","22,134","11,364","10,130","8,413","5,913","2,569",599,5,0,0,20
2019.03.12,ÇÏÂ÷,"224,529",952,"5,576","14,791","29,357","12,981","7,874","7,318","8,152","9,721","8,627","9,555","11,157","15,551","23,873","19,023","12,307","10,762","8,885","5,530","2,469",63,0,0,5
2019.03.13,½ÂÂ÷,"233,700","3,592","9,443","27,874","26,648","12,346","8,360","8,530","9,600","9,479","8,702","10,856","13,738","19,629","24,382","12,078","10,225","8,490","6,220","2,817",667,12,1,0,11
2019.03.13,ÇÏÂ÷,"230,141",928,"5,440","14,807","31,025","13,287","8,440","7,400","8,418","9,562","8,624","9,460","11,453","15,904","25,165","19,886","12,141","10,173","9,409","5,802","2,743",72,0,0,2
2019.03.14,½ÂÂ÷,"236,479","3,619","9,610","27,687","26,222","12,665","8,636","8,688","9,983","9,693","8,856","11,074","13,863","19,431","23,715","11,963","11,005","9,126","6,735","3,093",788,4,1,0,22
2019.03.14,ÇÏÂ÷,"232,659",937,"5,513","14,758","30,251","13,421","8,630","7,510","8,680","9,922","8,731","9,900","11,646","16,057","24,791","19,508","12,627","10,891","9,456","6,364","2,954",101,1,0,10
2019.03.15,½ÂÂ÷,"241,852","3,512","9,026","26,576","25,458","11,996","8,678","9,020","10,627","11,238","10,170","12,682","15,377","19,057","24,345","12,927","10,340","9,026","7,042","3,721",998,11,0,0,25
2019.03.15,ÇÏÂ÷,"239,165",979,"5,293","14,250","29,623","12,489","8,572","7,898","8,996","11,222","10,025","10,668","13,469","16,078","25,018","20,528","12,725","10,520","9,806","6,818","4,016",161,3,0,8
2019.03.16,½ÂÂ÷,"189,115","2,745","4,257","7,325","9,871","10,302","10,300","12,005","13,462","14,296","13,522","13,748","14,696","15,741","12,451","9,289","7,798","7,415","5,975","2,993",908,2,0,0,14
2019.03.16,ÇÏÂ÷,"187,881",858,"3,770","5,643","8,026","9,213","8,295","10,335","12,046","13,446","13,389","12,634","13,620","15,125","14,814","11,655","8,902","8,610","8,409","5,860","3,156",70,0,0,5
2019.03.17,½ÂÂ÷,"138,760","1,883","2,583","3,802","6,252","7,845","7,990","8,693","10,025","10,667","10,634","10,798","11,165","10,597","9,047","7,586","6,525","6,108","4,253","1,790",497,8,0,0,12
2019.03.17,ÇÏÂ÷,"138,206",547,"2,372","2,576","4,473","6,583","6,982","7,669","8,751","10,046","10,218","10,685","10,818","10,979","10,543","8,963","7,353","7,128","6,272","3,554","1,656",32,1,0,5
2019.03.18,½ÂÂ÷,"231,500","3,737","10,117","27,749","25,470","12,434","8,669","9,169","9,710","9,897","8,923","10,672","13,641","18,188","23,399","11,863","10,282","8,551","5,832","2,494",684,3,0,0,16
2019.03.18,ÇÏÂ÷,"228,143",930,"5,553","15,290","29,641","13,208","9,023","7,878","8,754","9,716","8,580","9,663","11,693","15,320","24,313","19,822","12,329","10,230","8,566","5,084","2,464",79,0,0,7
2019.03.19,½ÂÂ÷,"237,694","3,626","9,914","28,309","26,794","12,907","8,711","8,595","10,092","10,036","9,133","11,076","13,644","19,348","24,014","11,939","10,575","8,984","6,441","2,808",723,8,3,0,14
2019.03.19,ÇÏÂ÷,"234,541",946,"5,661","15,126","30,801","13,652","8,912","7,932","9,162","10,182","8,919","9,839","11,570","16,090","25,129","19,426","12,582","10,634","9,322","5,821","2,746",81,5,0,3
2019.03.20,½ÂÂ÷,"231,154","3,585","9,449","27,856","26,850","12,658","8,537","8,543","9,929","10,063","8,873","10,867","13,097","19,403","23,433","11,389","9,267","7,967","6,189","2,519",658,3,1,0,18
2019.03.20,ÇÏÂ÷,"228,127",918,"5,551","14,918","30,899","13,378","8,550","7,477","8,872","10,172","8,896","9,485","11,302","15,469","24,459","19,395","11,735","9,860","8,766","5,398","2,538",86,0,0,3
2019.03.21,½ÂÂ÷,"233,267","3,473","9,356","27,155","26,763","12,418","8,494","8,575","10,032","10,165","9,176","11,003","13,474","19,917","22,798","9,548","10,955","9,533","6,663","2,995",753,10,0,0,11
2019.03.21,ÇÏÂ÷,"230,119",884,"5,280","14,648","30,374","13,179","8,487","7,642","8,530","10,271","9,022","9,694","11,569","15,942","24,417","17,018","12,791","11,709","9,511","6,200","2,890",61,0,0,0
2019.03.22,½ÂÂ÷,"243,816","3,577","9,071","26,622","25,297","11,817","8,663","8,929","10,559","10,870","10,018","11,718","14,821","20,594","24,906","13,367","11,139","9,390","7,589","3,912",941,3,1,0,12
2019.03.22,ÇÏÂ÷,"240,002",950,"5,297","14,454","29,267","12,495","8,361","7,744","8,970","10,400","9,831","10,558","12,724","16,979","25,926","21,002","13,069","11,071","9,868","7,078","3,838",117,0,0,3
2019.03.23,½ÂÂ÷,"187,012","2,766","4,421","7,479","10,018","10,292","10,523","12,511","13,608","13,021","12,053","12,069","13,552","18,737","12,075","9,174","7,605","7,205","5,949","3,074",866,6,2,0,6
2019.03.23,ÇÏÂ÷,"185,106",735,"3,794","5,642","8,224","9,316","8,853","11,011","12,780","14,388","11,992","11,336","12,240","15,744","14,164","11,092","8,807","8,375","8,020","5,672","2,851",66,2,0,2
2019.03.24,½ÂÂ÷,"138,814","1,750","2,559","3,680","6,092","7,570","7,916","8,490","9,966","10,978","10,085","10,542","10,474","12,440","9,411","7,773","6,722","5,869","4,235","1,743",503,3,1,0,12
2019.03.24,ÇÏÂ÷,"138,595",510,"2,296","2,680","4,201","6,370","6,816","7,368","9,043","11,494","9,727","10,161","10,717","11,256","11,054","9,014","7,431","7,017","6,135","3,569","1,675",50,5,0,6
2019.03.25,½ÂÂ÷,"231,936","3,806","10,018","27,732","25,626","12,627","8,665","9,033","9,752","10,252","8,944","10,590","13,479","18,455","22,956","11,920","10,342","8,539","5,893","2,678",614,1,1,0,13
2019.03.25,ÇÏÂ÷,"228,470",980,"5,727","15,123","29,766","12,985","8,973","7,924","8,691","10,123","8,950","9,415","11,533","15,424","24,058","19,717","12,330","10,143","8,886","5,226","2,430",64,1,0,1
2019.03.26,½ÂÂ÷,"238,765","3,674","9,786","27,828","26,641","12,834","8,730","8,667","10,181","10,208","9,334","10,732","13,892","19,513","23,717","11,878","10,522","10,149","6,804","2,990",659,4,0,0,22
2019.03.26,ÇÏÂ÷,"235,746",982,"5,567","15,112","30,517","13,860","8,936","7,690","8,750","10,067","8,681","9,777","11,489","16,915","25,604","19,615","12,531","10,867","9,514","6,333","2,822",109,1,0,7
2019.03.27,½ÂÂ÷,"236,949","3,627","9,477","27,858","26,584","12,604","8,579","8,427","9,903","9,916","9,212","11,271","13,761","20,040","23,891","11,518","9,948","8,843","7,752","3,001",717,4,1,0,15
2019.03.27,ÇÏÂ÷,"233,897",977,"5,421","15,015","30,410","13,164","8,630","7,263","8,837","9,836","8,808","10,011","12,304","16,449","25,952","19,485","11,844","10,467","10,041","6,109","2,798",73,1,0,2
2019.03.28,½ÂÂ÷,"238,012","3,581","9,595","27,481","26,350","12,675","8,927","8,630","9,812","10,122","9,264","10,964","13,696","20,053","23,230","11,881","11,034","10,338","6,529","3,081",748,3,4,0,14
2019.03.28,ÇÏÂ÷,"233,915",917,"5,457","14,419","30,461","13,139","8,761","7,885","8,459","10,082","9,015","9,820","11,542","16,690","25,555","19,067","12,263","11,573","9,450","6,294","2,972",92,0,0,2
2019.03.29,½ÂÂ÷,"245,197","3,637","9,062","26,668","25,057","12,302","8,798","9,274","10,633","11,177","10,402","12,282","15,237","20,253","24,642","13,273","10,927","9,267","7,443","3,742","1,098",5,0,0,18
2019.03.29,ÇÏÂ÷,"241,038",913,"5,325","14,712","28,137","12,831","8,430","7,891","8,992","10,716","9,945","11,109","13,183","17,070","26,016","20,302","13,036","11,090","10,022","7,207","3,983",128,0,0,0
2019.03.30,½ÂÂ÷,"173,573","2,734","4,247","7,203","10,082","9,891","9,939","11,688","12,938","12,487","11,691","12,452","12,833","13,657","10,793","8,111","7,233","6,639","5,283","2,842",798,13,2,0,17
2019.03.30,ÇÏÂ÷,"171,900",771,"3,650","5,293","8,363","8,901","7,975","9,526","11,477","12,202","11,163","11,733","12,231","13,453","13,037","10,262","8,245","8,193","7,332","5,268","2,754",68,1,0,2
2019.03.31,½ÂÂ÷,"135,665","1,752","2,670","4,939","6,596","7,745","8,669","9,589","9,956","9,918","9,643","9,915","9,746","9,734","8,694","7,411","6,568","5,680","4,250","1,677",498,3,0,0,12
2019.03.31,ÇÏÂ÷,"135,890",503,"2,397","4,314","5,799","6,619","7,078","7,830","8,577","9,455","9,450","9,611","9,801","10,029","10,144","8,791","7,195","6,914","6,070","3,596","1,676",39,1,0,1
2019.04.01,½ÂÂ÷,"228,405","3,823","10,271","27,500","25,064","12,374","8,375","8,812","9,857","9,691","8,935","10,378","13,189","17,763","22,601","12,139","10,170","8,520","5,734","2,560",632,5,0,0,12
2019.04.01,ÇÏÂ÷,"224,992",965,"5,591","15,336","28,769","13,250","8,598","7,806","8,615","9,668","8,799","9,224","11,103","15,111","23,813","19,345","12,635","10,280","8,496","5,225","2,283",79,0,0,1
2019.04.02,½ÂÂ÷,"234,441","3,685","9,838","27,733","26,201","12,666","8,356","8,382","9,697","10,572","8,741","10,472","13,251","19,506","23,585","11,760","10,388","9,381","6,884","2,664",656,7,0,0,16
2019.04.02,ÇÏÂ÷,"231,405",933,"5,732","15,170","29,751","13,712","8,347","7,486","8,528","10,248","9,027","9,420","11,300","16,219","25,470","19,426","12,408","10,775","9,352","5,530","2,488",77,0,0,6
2019.04.03,½ÂÂ÷,"238,907","3,534","9,685","27,862","26,413","12,649","8,504","8,771","10,117","10,294","9,488","11,464","13,790","20,621","24,362","11,973","9,787","8,800","7,248","2,798",722,9,0,0,16
2019.04.03,ÇÏÂ÷,"235,065",900,"5,566","14,972","30,349","13,274","8,337","7,672","8,874","10,611","9,260","10,453","11,900","16,699","26,040","19,658","11,952","10,099","9,837","5,736","2,793",78,0,0,5
2019.04.04,½ÂÂ÷,"237,635","3,686","9,673","27,464","26,329","12,789","8,946","8,720","9,956","10,229","9,113","10,894","13,198","19,877","23,652","11,807","10,940","9,272","7,289","3,084",695,5,1,0,16
2019.04.04,ÇÏÂ÷,"233,484",937,"5,596","15,133","29,809","13,437","8,904","7,588","8,469","10,286","8,811","9,753","11,539","16,084","25,214","19,567","12,552","10,900","9,617","6,307","2,886",91,1,0,3
2019.04.05,½ÂÂ÷,"243,825","3,636","9,107","26,292","25,263","11,941","8,852","9,169","10,271","10,585","10,064","11,925","14,846","20,911","24,431","12,879","10,875","9,930","8,059","3,694","1,069",13,0,0,13
2019.04.05,ÇÏÂ÷,"239,761",968,"5,325","14,296","28,395","12,507","8,233","7,779","9,036","10,056","9,960","10,537","12,704","17,698","26,345","20,633","13,058","10,992","10,185","7,006","3,930",113,1,0,4
2019.04.06,½ÂÂ÷,"180,285","2,963","4,495","7,662","10,379","10,156","10,259","11,963","13,922","13,117","12,077","13,067","13,207","12,959","10,126","8,397","9,376","6,954","5,602","2,781",802,8,1,0,12
2019.04.06,ÇÏÂ÷,"178,884",859,"3,938","5,726","8,512","9,128","8,418","9,626","12,363","12,801","12,097","12,342","14,074","13,472","12,532","9,928","9,379","7,989","7,477","5,260","2,894",68,0,0,1
2019.04.07,½ÂÂ÷,"140,863","1,787","2,676","3,817","6,523","7,766","8,292","8,832","10,525","11,114","9,946","10,259","10,343","12,398","9,273","7,344","6,803","6,233","4,377","1,966",566,9,1,0,13
2019.04.07,ÇÏÂ÷,"141,181",564,"2,335","2,516","4,331","6,473","6,630","7,312","8,796","11,143","10,178","10,012","10,891","11,637","11,307","8,977","8,064","7,526","6,654","3,971","1,792",67,2,0,3
2019.04.08,½ÂÂ÷,"231,997","3,831","10,148","27,691","25,797","12,734","8,864","9,062","10,026","10,190","8,936","10,593","13,391","18,515","23,044","11,572","10,274","8,486","5,651","2,487",682,4,0,0,19
2019.04.08,ÇÏÂ÷,"228,570",981,"5,693","15,502","29,500","13,148","8,710","7,973","8,581","10,008","8,632","9,687","11,502","15,628","24,554","19,570","12,370","10,213","8,602","5,266","2,375",65,0,0,10
2019.04.09,½ÂÂ÷,"227,705","3,673","9,882","27,845","26,579","12,872","8,698","8,557","9,528","9,579","8,318","9,894","13,292","18,452","22,613","11,293","9,993","8,255","5,484","2,289",593,8,2,0,6
2019.04.09,ÇÏÂ÷,"224,502",935,"5,698","15,258","30,051","13,666","8,615","7,334","8,271","9,833","8,271","8,941","10,980","15,710","24,040","19,222","11,930","9,933","8,247","5,255","2,245",64,3,0,0
2019.04.10,½ÂÂ÷,"229,830","3,487","9,457","27,651","26,168","12,492","8,334","8,012","9,370","9,272","8,722","10,416","13,109","19,414","23,907","11,619","9,926","8,624","6,323","2,783",722,7,0,0,15
2019.04.10,ÇÏÂ÷,"225,925",900,"5,388","15,058","29,789","12,986","8,389","7,044","8,028","9,601","8,389","9,324","11,018","15,718","25,412","19,063","11,889","10,089","9,173","5,848","2,743",71,1,0,4
2019.04.11,½ÂÂ÷,"237,824","3,690","9,725","27,475","26,107","13,047","9,068","9,270","10,005","10,440","9,087","10,822","13,859","19,507","23,427","12,044","10,956","9,190","6,278","3,028",773,11,0,0,15
2019.04.11,ÇÏÂ÷,"233,568",938,"5,699","15,183","29,822","13,473","8,676","7,937","8,715","10,302","8,929","9,675","11,754","15,912","24,816","19,151","12,613","11,071","9,723","6,087","2,997",92,0,0,3
2019.04.12,½ÂÂ÷,"247,742","3,684","9,161","26,074","22,731","12,521","9,356","9,736","10,906","10,728","10,261","12,720","15,137","21,423","24,837","13,087","11,013","9,769","7,943","5,141","1,481",6,0,0,27
2019.04.12,ÇÏÂ÷,"245,504",921,"5,410","14,623","27,322","13,774","9,064","8,001","9,430","10,531","9,704","11,018","13,038","18,189","27,165","20,632","13,154","11,391","10,275","7,152","4,573",125,0,0,12
2019.04.13,½ÂÂ÷,"200,508","3,168","4,882","7,848","10,567","11,324","11,227","13,286","14,319","14,364","13,466","14,681","15,261","14,267","11,673","9,741","10,734","9,807","6,120","2,954",790,5,5,0,19
2019.04.13,ÇÏÂ÷,"198,747",886,"4,282","6,110","8,579","9,877","8,486","10,152","11,952","12,829","12,713","14,040","17,086","15,540","14,681","11,945","10,241","11,254","8,857","6,010","3,151",72,2,0,2
2019.04.14,½ÂÂ÷,"126,803","1,752","2,589","3,639","5,565","6,846","6,587","7,346","8,437","9,766","9,038","9,431","10,058","11,383","8,471","7,119","6,571","5,911","3,961","1,821",491,7,3,0,11
2019.04.14,ÇÏÂ÷,"126,813",526,"2,245","2,473","3,896","5,549","5,726","6,155","7,404","10,096","8,781","9,083","10,020","10,820","10,082","8,584","7,201","7,082","5,876","3,574","1,591",45,0,0,4
2019.04.15,½ÂÂ÷,"229,332","3,808","10,305","27,734","25,040","12,536","8,873","8,983","9,969","10,040","8,828","10,682","13,187","17,794","22,623","11,561","9,917","8,407","5,881","2,497",649,5,1,0,12
2019.04.15,ÇÏÂ÷,"225,488",968,"5,845","15,190","28,679","12,937","8,812","7,970","8,473","10,003","8,629","9,525","11,405","15,365","23,845","19,432","12,123","9,995","8,579","5,218","2,422",70,1,0,2
2019.04.16,½ÂÂ÷,"234,269","3,797","10,292","27,906","26,557","13,213","9,126","8,786","9,734","9,809","9,025","10,602","13,041","18,893","22,981","11,524","10,346","9,088","6,228","2,673",624,5,2,0,17
2019.04.16,ÇÏÂ÷,"230,820",935,"5,963","15,383","29,575","13,780","8,720","8,030","8,416","9,904","9,110","9,376","10,829","16,526","24,655","19,167","12,569","10,567","9,202","5,557","2,487",66,1,0,2
2019.04.17,½ÂÂ÷,"237,021","3,745","9,930","27,752","26,700","12,992","8,975","8,978","10,015","10,318","9,303","11,387","13,447","19,733","23,890","11,888","9,685","8,562","6,310","2,717",676,7,2,0,9
2019.04.17,ÇÏÂ÷,"232,899",950,"5,759","15,229","29,989","13,525","8,630","7,700","8,451","10,397","9,054","9,916","11,902","16,418","25,287","19,460","12,067","10,398","9,178","5,827","2,687",75,0,0,0
2019.04.18,½ÂÂ÷,"228,590","3,785","9,904","27,579","25,979","12,718","8,661","8,574","9,458","9,480","8,603","10,411","12,904","19,044","22,148","10,966","10,232","8,598","6,103","2,748",667,11,2,0,15
2019.04.18,ÇÏÂ÷,"224,844",916,"5,797","15,377","29,119","13,300","8,523","7,434","8,188","9,674","8,440","9,353","11,105","15,623","24,216","18,319","11,685","10,420","8,929","5,636","2,718",69,2,0,1
2019.04.19,½ÂÂ÷,"242,597","3,652","9,386","26,287","25,433","12,264","8,729","8,874","10,338","10,870","10,080","11,624","14,375","20,427","24,600","12,935","10,490","9,172","8,133","3,922",978,12,0,0,16
2019.04.19,ÇÏÂ÷,"238,328",851,"5,574","14,484","28,442","13,134","8,357","7,668","8,791","10,607","9,523","10,295","12,669","17,092","25,917","20,358","12,529","10,897","9,899","7,293","3,825",123,0,0,0
2019.04.20,½ÂÂ÷,"187,950","3,098","4,806","7,686","10,562","10,890","10,691","12,243","13,519","13,462","12,551","13,545","14,294","14,152","11,028","8,485","10,458","7,293","5,513","2,917",739,2,3,0,13
2019.04.20,ÇÏÂ÷,"185,735",842,"4,079","5,685","8,260","9,516","8,709","9,962","11,351","12,487","12,188","12,653","14,967","14,919","14,274","10,575","10,204","8,916","7,773","5,578","2,726",65,2,0,4
2019.04.21,½ÂÂ÷,"144,879","1,911","2,740","3,750","6,125","7,679","8,010","8,471","9,691","10,682","10,014","10,545","10,710","10,643","8,399","7,550","13,457","7,439","4,642","1,900",501,9,0,0,11
2019.04.21,ÇÏÂ÷,"145,706",596,"2,428","2,785","4,238","6,356","6,697","7,072","8,871","11,477","11,335","12,476","11,736","11,905","9,851","8,628","9,373","8,323","6,185","3,682","1,660",32,0,0,0
2019.04.22,½ÂÂ÷,"230,006","3,986","10,339","27,686","26,151","12,549","8,943","9,248","10,113","9,969","9,104","10,909","13,001","18,206","22,067","11,644","9,679","7,942","5,431","2,427",575,15,2,0,20
2019.04.22,ÇÏÂ÷,"225,835","1,001","5,956","15,451","30,002","13,160","8,461","8,064","8,818","9,824","8,819","9,637","11,510","15,549","23,219","19,104","12,101","9,693","8,175","4,979","2,218",86,4,0,4
2019.04.23,½ÂÂ÷,"229,121","3,857","10,197","27,766","26,151","12,747","8,846","8,732","9,703","9,631","9,426","10,841","13,210","18,520","21,881","11,249","9,563","8,087","5,646","2,453",599,2,0,0,14
2019.04.23,ÇÏÂ÷,"226,032","1,034","5,915","15,561","29,444","13,281","8,332","7,828","8,581","9,704","9,121","9,865","11,608","16,193","23,619","18,667","11,582","9,826","8,412","5,093","2,298",60,1,0,7
2019.04.24,½ÂÂ÷,"235,864","3,668","9,845","27,299","26,286","12,575","8,956","9,005","10,171","10,540","9,331","11,503","13,329","19,650","23,450","11,791","9,832","8,266","6,418","3,162",755,9,0,0,23
2019.04.24,ÇÏÂ÷,"232,416",908,"5,680","15,180","29,567","13,156","8,407","7,916","8,894","10,439","9,693","10,132","12,183","16,227","25,198","19,099","12,042","9,852","9,215","5,786","2,755",74,0,0,13
2019.04.25,½ÂÂ÷,"230,425","3,910","10,081","27,381","26,247","12,635","8,690","8,919","9,963","10,418","9,287","10,489","12,528","18,443","21,860","11,321","9,897","8,558","6,127","2,931",714,11,0,0,15
2019.04.25,ÇÏÂ÷,"227,122",983,"5,898","15,261","29,675","13,764","8,436","7,886","8,236","10,644","8,621","9,593","11,032","15,406","23,665","18,274","12,078","10,208","8,813","5,783","2,747",113,1,0,5
2019.04.26,½ÂÂ÷,"244,031","3,687","9,032","25,880","25,463","12,174","8,644","9,125","10,301","11,310","10,772","12,166","14,499","20,177","24,570","13,192","10,801","9,730","7,552","3,866","1,064",9,0,0,17
2019.04.26,ÇÏÂ÷,"239,689",928,"5,355","14,399","28,259","12,870","7,906","8,118","9,105","11,212","10,286","11,361","12,854","16,391","25,710","20,239","12,716","11,006","9,970","6,902","3,949",152,0,0,1
2019.04.27,½ÂÂ÷,"194,911","3,266","5,131","8,174","11,010","11,052","10,994","12,926","14,381","13,817","13,075","14,167","14,489","15,115","11,860","9,209","8,314","7,586","6,239","3,179",908,4,1,0,14
2019.04.27,ÇÏÂ÷,"192,657",885,"4,355","6,112","8,972","9,696","8,906","10,583","12,798","13,333","12,569","12,924","13,709","14,909","14,354","11,446","9,759","9,198","8,562","6,265","3,218",97,1,0,6
2019.04.28,½ÂÂ÷,"137,188","2,158","2,947","3,910","6,329","7,890","8,026","8,366","9,416","10,180","9,993","10,269","10,544","10,275","9,057","7,652","6,917","6,171","4,475","2,067",529,1,1,0,15
2019.04.28,ÇÏÂ÷,"136,956",581,"2,631","2,855","4,550","6,538","6,887","6,974","8,342","9,734","9,642","10,125","10,325","10,589","10,536","9,164","7,734","7,389","6,445","4,054","1,825",33,2,0,1
2019.04.29,½ÂÂ÷,"233,319","4,057","10,495","27,777","25,497","12,892","9,027","9,105","9,894","10,154","9,650","10,815","13,517","18,348","22,536","11,701","10,220","8,375","5,852","2,743",645,1,1,0,17
2019.04.29,ÇÏÂ÷,"230,079","1,009","6,028","15,498","29,629","13,653","9,242","7,981","8,720","10,413","9,306","9,766","11,586","15,037","23,880","19,111","12,266","10,328","8,534","5,442","2,588",55,0,0,7
2019.04.30,½ÂÂ÷,"246,139","3,897","10,076","27,750","26,753","13,059","8,954","9,038","10,494","10,473","9,454","11,252","14,191","20,788","23,555","12,784","10,975","9,837","8,291","3,462","1,027",18,0,0,11
2019.04.30,ÇÏÂ÷,"242,397",948,"5,989","15,217","30,595","13,723","9,028","7,856","8,743","10,735","9,497","10,328","12,150","17,555","25,113","19,861","13,115","10,848","10,584","6,729","3,615",166,1,0,1
2019.05.01,½ÂÂ÷,"192,793","2,366","4,842","11,691","16,514","11,698","9,949","10,406","11,874","12,113","10,705","11,849","13,093","15,050","14,491","8,991","7,827","9,869","5,822","2,871",752,8,3,0,9
2019.05.01,ÇÏÂ÷,"191,150",671,"3,266","6,711","15,295","10,902","8,991","8,960","9,915","12,271","10,929","12,471","12,732","15,836","16,827","11,502","8,988","9,018","8,073","5,204","2,474",111,0,0,3
2019.05.02,½ÂÂ÷,"243,930","3,858","10,223","27,127","25,653","13,298","9,089","9,096","10,910","11,353","9,937","11,667","14,187","19,512","23,450","12,123","10,846","10,001","7,715","3,034",826,12,2,0,11
2019.05.02,ÇÏÂ÷,"239,408",965,"5,944","15,051","29,069","13,597","9,135","7,913","9,283","11,692","9,829","10,559","12,147","16,424","25,345","19,195","12,959","11,173","10,026","6,012","2,976",112,1,0,1
2019.05.03,½ÂÂ÷,"254,946","3,775","9,544","26,158","26,150","13,074","9,349","9,611","11,926","12,722","11,887","13,107","15,546","20,484","24,866","13,909","11,031","9,367","7,601","3,743","1,064",11,0,0,21
2019.05.03,ÇÏÂ÷,"250,862",998,"5,662","14,621","28,252","13,697","8,906","8,531","9,978","12,421","10,991","12,576","13,697","17,563","25,786","21,443","13,636","11,144","9,779","7,203","3,845",130,0,0,3
2019.05.04,½ÂÂ÷,"182,639","3,182","4,481","7,239","9,850","10,274","10,496","12,166","13,178","13,387","12,220","13,285","13,613","13,866","11,465","9,089","7,839","7,356","5,758","3,063",802,9,1,0,20
2019.05.04,ÇÏÂ÷,"180,181",900,"4,080","5,457","7,657","9,129","8,611","10,064","11,382","12,326","11,874","12,220","12,660","13,967","13,317","10,875","9,155","8,620","8,321","6,334","3,151",76,1,0,4
2019.05.05,½ÂÂ÷,"144,931","1,914","2,855","3,859","6,368","8,098","8,567","8,966","10,042","10,874","10,745","10,978","11,379","10,590","9,239","8,045","7,072","6,700","5,237","2,636",751,7,1,0,8
